number	name	parent	parent_name	a_p	a_p_err	e_p	e_p_err	sin_i_p	sin_i_p_err	g	g_err	h	h_err	mass	mass_err	diameter	diameter_err	inverse_diameter	inverse_diameter_err	albedo	albedo_err
14746	2164P-L	44	Nysa	2.4121	nan	0.1491	nan	0.0550	nan	0.15	nan	15.03	nan	nan	nan	6.10	0.117	0.16146	0.003096	0.082	0.0090
14811	1981ED43	668	Dora	2.7912	nan	0.1975	nan	0.1378	nan	0.15	nan	13.94	nan	nan	nan	11.06	0.014	0.09040	0.000114	0.045	0.0023
14875	1990WZ1	nan	None	2.3837	nan	0.1659	nan	0.0886	nan	0.15	nan	14.43	nan	nan	nan	nan	nan	nan	nan	nan	nan
14883	1991PT11	nan	None	3.1064	nan	0.1957	nan	0.0610	nan	0.15	nan	13.43	nan	nan	nan	9.29	0.415	0.10765	0.004813	0.107	0.0178
14906	1993NJ1	44	Nysa	2.3908	nan	0.1478	nan	0.0458	nan	0.15	nan	15.55	nan	nan	nan	5.30	0.175	0.18844	0.006243	0.042	0.0125
14935	1995BP1	2262	Mitidika	2.6296	nan	0.2285	nan	0.2173	nan	0.15	nan	14.01	nan	nan	nan	9.75	0.049	0.10246	0.000511	0.053	0.0051
14987	1997UT3	24	Themis	3.1904	nan	0.1359	nan	0.0280	nan	0.15	nan	13.91	nan	nan	nan	7.74	0.380	0.12920	0.006343	0.089	0.0205
15013	1998QH93	nan	None	2.6627	nan	0.2430	nan	0.2073	nan	0.15	nan	13.56	nan	nan	nan	10.63	0.197	0.09396	0.001746	0.082	0.0116
15191	4234T-2	10	Hygiea	3.1979	nan	0.1163	nan	0.0884	nan	0.15	nan	13.07	nan	nan	nan	13.29	0.560	0.07524	0.003170	0.100	0.0317
15289	1991TL	nan	None	2.1659	nan	0.0515	nan	0.1006	nan	0.15	nan	15.34	nan	nan	nan	nan	nan	nan	nan	nan	nan
15324	1993QO4	24	Themis	3.1014	nan	0.1794	nan	0.0232	nan	0.15	nan	14.14	nan	nan	nan	7.43	1.345	0.13356	0.024173	0.054	0.0190
15354	1994YN1	44	Nysa	2.4034	nan	0.1491	nan	0.0490	nan	0.15	nan	14.87	nan	nan	nan	5.65	0.085	0.17689	0.002649	0.087	0.0094
15410	1997YZ	nan	None	3.1139	nan	0.1173	nan	0.3121	nan	0.15	nan	12.33	nan	nan	nan	23.51	0.088	0.04237	0.000158	0.048	0.0050
15463	1999AT2	nan	None	2.7555	nan	0.0578	nan	0.1238	nan	0.15	nan	13.83	nan	nan	nan	10.24	0.197	0.09766	0.001876	0.056	0.0073
15602	2000GA108	1726	Hoffmeister	2.7779	nan	0.0490	nan	0.0760	nan	0.15	nan	13.45	nan	nan	nan	12.65	0.110	0.07899	0.000688	0.044	0.0073
15607	2000GA124	nan	None	2.4450	nan	0.2358	nan	0.1209	nan	0.15	nan	13.89	nan	nan	nan	8.73	0.051	0.11454	0.000669	0.067	0.0062
15636	2000JD31	nan	None	3.1744	nan	0.1649	nan	0.1276	nan	0.15	nan	13.34	nan	nan	nan	14.93	0.175	0.06696	0.000784	0.041	0.0050
15652	1048T-1	702	Alauda	3.2244	nan	0.0809	nan	0.3860	nan	0.15	nan	12.76	nan	nan	nan	15.84	0.180	0.06312	0.000717	0.070	0.0125
15713	1989SM4	nan	None	3.0461	nan	0.0988	nan	0.0240	nan	0.15	nan	13.89	nan	nan	nan	8.11	0.136	0.12327	0.002067	0.098	0.0137
15736	Hamanasu	nan	None	2.4637	nan	0.1812	nan	0.0923	nan	0.15	nan	13.84	nan	nan	nan	11.72	0.336	0.08386	0.002400	0.038	0.0058
15769	1993FP23	44	Nysa	2.4458	nan	0.1493	nan	0.0482	nan	0.15	nan	15.13	nan	nan	nan	5.69	0.059	0.17558	0.001812	0.059	0.0100
15794	1993TG31	44	Nysa	2.4316	nan	0.1589	nan	0.0502	nan	0.15	nan	14.57	nan	nan	nan	6.85	0.155	0.14518	0.003288	0.072	0.0115
15861	Ispahan	nan	None	2.9904	nan	0.1293	nan	0.2288	nan	0.15	nan	12.63	nan	nan	nan	8.80	0.334	0.11368	0.004316	0.250	0.0208
15867	1996NK5	24	Themis	3.1563	nan	0.1500	nan	0.0226	nan	0.15	nan	13.57	nan	nan	nan	9.17	0.096	0.10905	0.001142	0.092	0.0093
15931	1997WK45	24	Themis	3.1826	nan	0.1703	nan	0.0201	nan	0.15	nan	13.16	nan	nan	nan	10.47	0.113	0.09553	0.001031	0.059	0.0094
16002	Bertin	nan	None	2.4781	nan	0.1806	nan	0.1274	nan	0.15	nan	14.36	nan	nan	nan	7.10	0.118	0.14052	0.002327	0.073	0.0086
16035	Sasandford	nan	None	2.7855	nan	0.0883	nan	0.1494	nan	0.15	nan	12.77	nan	nan	nan	21.87	0.137	0.04545	0.000285	0.034	0.0017
16068	Citron	nan	None	2.3665	nan	0.1922	nan	0.0939	nan	0.15	nan	14.76	nan	nan	nan	nan	nan	nan	nan	nan	nan
16171	2000AD97	nan	None	2.3905	nan	0.2493	nan	0.1440	nan	0.15	nan	13.66	nan	nan	nan	8.23	0.438	0.07247	0.003508	0.046	0.0055
16181	2000AC137	10	Hygiea	3.1801	nan	0.1541	nan	0.0889	nan	0.15	nan	13.27	nan	nan	nan	10.63	0.223	0.09407	0.001974	0.075	0.0061
16195	2000AQ236	375	Ursula	3.1539	nan	0.0716	nan	0.2775	nan	0.15	nan	13.36	nan	nan	nan	11.98	0.235	0.08345	0.001637	0.071	0.0071
16202	Srivastava	44	Nysa	2.4056	nan	0.1417	nan	0.0434	nan	0.15	nan	14.73	nan	nan	nan	6.98	0.205	0.14185	0.004173	0.062	0.0126
16278	2000JM77	24	Themis	3.1806	nan	0.1687	nan	0.0198	nan	0.15	nan	13.30	nan	nan	nan	10.93	0.144	0.09152	0.001206	0.093	0.0089
16279	2000KJ23	24	Themis	3.0824	nan	0.1511	nan	0.0227	nan	0.15	nan	13.04	nan	nan	nan	11.77	0.228	0.08500	0.001647	0.051	0.0082
16395	Ioannpravednyj	nan	None	2.4508	nan	0.1081	nan	0.0299	nan	0.15	nan	14.03	nan	nan	nan	9.14	0.104	0.10922	0.001238	0.065	0.0097
16415	1987QE7	145	Adeona	2.6230	nan	0.1588	nan	0.2019	nan	0.15	nan	13.85	nan	nan	nan	10.91	0.127	0.09141	0.001065	0.061	0.0106
16454	1989TT2	10	Hygiea	3.1198	nan	0.1366	nan	0.0914	nan	0.15	nan	13.27	nan	nan	nan	14.97	1.751	0.06612	0.007736	0.045	0.0155
16458	1989WZ2	nan	None	3.1482	nan	0.0995	nan	0.2279	nan	0.15	nan	13.09	nan	nan	nan	13.57	0.151	0.07332	0.000819	0.058	0.0119
16522	Tell	375	Ursula	3.1790	nan	0.0670	nan	0.2718	nan	0.15	nan	13.00	nan	nan	nan	13.11	0.158	0.07622	0.000916	0.067	0.0140
16550	1991RB13	668	Dora	2.7856	nan	0.1950	nan	0.1369	nan	0.15	nan	14.12	nan	nan	nan	8.67	0.218	0.11517	0.002892	0.063	0.0076
16561	Rawls	nan	None	2.9334	nan	0.0355	nan	0.2554	nan	0.15	nan	13.78	nan	nan	nan	6.91	0.118	0.14400	0.002459	0.103	0.0167
16565	1992CZ1	nan	None	3.1418	nan	0.1601	nan	0.0785	nan	0.15	nan	12.70	nan	nan	nan	15.83	0.314	0.06318	0.001253	0.077	0.0146
16607	1993FN12	10	Hygiea	3.2037	nan	0.1266	nan	0.0863	nan	0.15	nan	13.71	nan	nan	nan	8.89	0.175	0.11254	0.002216	0.129	0.0137
16645	Aldalara	nan	None	2.3148	nan	0.1683	nan	0.0674	nan	0.15	nan	14.66	nan	nan	nan	nan	nan	nan	nan	nan	nan
16683	Alepieri	nan	None	3.0371	nan	0.1489	nan	0.0470	nan	0.15	nan	13.36	nan	nan	nan	11.16	0.061	0.08927	0.000492	0.038	0.0044
16788	Alyssarose	24	Themis	3.1819	nan	0.1400	nan	0.0214	nan	0.15	nan	12.95	nan	nan	nan	nan	nan	nan	nan	nan	nan
16838	1997WT39	nan	None	3.0654	nan	0.1712	nan	0.0905	nan	0.15	nan	13.50	nan	nan	nan	10.10	0.166	0.09920	0.001843	0.086	0.0054
16864	1998AL	nan	None	2.3772	nan	0.1782	nan	0.0862	nan	0.15	nan	14.64	nan	nan	nan	nan	nan	nan	nan	nan	nan
16979	1999AO4	nan	None	2.6719	nan	0.2437	nan	0.1980	nan	0.15	nan	13.65	nan	nan	nan	8.36	1.692	0.11869	0.024028	0.079	0.0370
17078	Sellers	nan	None	2.9950	nan	0.0817	nan	0.2234	nan	0.15	nan	13.49	nan	nan	nan	9.99	0.300	0.10011	0.003007	0.093	0.0152
17114	1999JJ54	nan	None	3.1468	nan	0.1228	nan	0.1157	nan	0.15	nan	13.35	nan	nan	nan	10.26	0.127	0.09738	0.001206	0.062	0.0038
17134	1999JX81	nan	None	3.1295	nan	0.2476	nan	0.1039	nan	0.15	nan	13.90	nan	nan	nan	7.65	0.125	0.13077	0.002145	0.120	0.0151
17146	1999JB102	nan	None	2.9987	nan	0.0601	nan	0.2448	nan	0.15	nan	13.09	nan	nan	nan	11.15	0.158	0.08967	0.001270	0.090	0.0124
17156	Kennethseitz	nan	None	3.2056	nan	0.0316	nan	0.4424	nan	0.15	nan	12.70	nan	nan	nan	16.58	0.216	0.06011	0.000782	0.069	0.0074
17169	Tatarinov	nan	None	2.9774	nan	0.1283	nan	0.0329	nan	0.15	nan	13.74	nan	nan	nan	9.71	0.046	0.10296	0.000487	0.041	0.0074
17243	2000FX35	nan	None	2.6493	nan	0.2852	nan	0.2068	nan	0.15	nan	13.80	nan	nan	nan	9.26	0.324	0.10729	0.003751	0.064	0.0127
17254	2000GG137	nan	None	3.1546	nan	0.1086	nan	0.3647	nan	0.15	nan	12.30	nan	nan	nan	15.75	0.279	0.06336	0.001122	0.088	0.0150
17463	1990UO5	145	Adeona	2.5736	nan	0.1660	nan	0.1989	nan	0.15	nan	13.56	nan	nan	nan	10.47	0.210	0.09531	0.001910	0.047	0.0066
17470	Mitsuhashi	10	Hygiea	3.1617	nan	0.1427	nan	0.0905	nan	0.15	nan	13.26	nan	nan	nan	11.70	0.373	0.08548	0.002725	0.118	0.0194
17491	1991UM3	nan	None	2.7764	nan	0.1615	nan	0.1523	nan	0.15	nan	13.88	nan	nan	nan	9.36	1.602	0.10599	0.018132	0.051	0.0251
17577	1994PD38	nan	None	3.0992	nan	0.1881	nan	0.1253	nan	0.15	nan	13.64	nan	nan	nan	7.88	0.166	0.12690	0.002673	0.124	0.0120
17606	Wumengchao	nan	None	2.6157	nan	0.2563	nan	0.2439	nan	0.15	nan	14.23	nan	nan	nan	8.12	0.232	0.12117	0.003455	0.080	0.0096
17615	Takeomasaru	nan	None	3.1062	nan	0.1738	nan	0.1645	nan	0.15	nan	13.03	nan	nan	nan	13.64	0.351	0.07284	0.001875	0.048	0.0079
17736	1998BA12	nan	None	2.6110	nan	0.1045	nan	0.1111	nan	0.15	nan	13.80	nan	nan	nan	8.59	0.239	0.11644	0.003241	0.104	0.0076
17816	1998FY113	nan	None	3.0745	nan	0.0672	nan	0.1310	nan	0.15	nan	13.28	nan	nan	nan	14.88	0.330	0.06478	0.001440	0.045	0.0045
17843	1998HD99	24	Themis	3.1550	nan	0.1474	nan	0.0297	nan	0.15	nan	13.57	nan	nan	nan	10.70	0.084	0.09343	0.000733	0.074	0.0093
17881	Radmall	nan	None	2.2691	nan	0.1565	nan	0.0477	nan	0.15	nan	14.96	nan	nan	nan	5.96	0.054	0.16758	0.001511	0.065	0.0049
17963	Vonderheydt	nan	None	2.3305	nan	0.1571	nan	0.0639	nan	0.15	nan	14.96	nan	nan	nan	6.06	0.340	0.16252	0.009094	0.067	0.0105
17990	1999JK64	nan	None	2.7323	nan	0.1815	nan	0.1253	nan	0.15	nan	13.64	nan	nan	nan	9.14	2.014	0.10844	0.023887	0.077	0.0468
18041	1999RX13	nan	None	3.2265	nan	0.1404	nan	0.0363	nan	0.15	nan	12.74	nan	nan	nan	15.12	0.248	0.06612	0.001084	0.070	0.0112
18085	2000JZ14	nan	None	2.3590	nan	0.1867	nan	0.0958	nan	0.15	nan	14.24	nan	nan	nan	nan	nan	nan	nan	nan	nan
18130	2000OK5	nan	None	2.3979	nan	0.2068	nan	0.1334	nan	0.15	nan	14.04	nan	nan	nan	7.93	0.148	0.12480	0.002332	0.056	0.0061
18177	Harunaga	nan	None	2.7623	nan	0.0513	nan	0.1288	nan	0.15	nan	14.10	nan	nan	nan	9.91	0.481	0.10028	0.004861	0.054	0.0076
18293	Pilyugin	nan	None	2.3493	nan	0.1952	nan	0.0814	nan	0.15	nan	14.34	nan	nan	nan	nan	nan	nan	nan	nan	nan
18339	1989GM2	nan	None	2.7001	nan	0.2033	nan	0.1215	nan	0.15	nan	14.18	nan	nan	nan	6.95	0.149	0.14382	0.003087	0.064	0.0039
18346	1989WG	nan	None	2.3634	nan	0.1664	nan	0.0840	nan	0.15	nan	14.62	nan	nan	nan	6.26	0.198	0.15658	0.004933	0.076	0.0112
18436	1994GY10	1644	Rafita	2.6218	nan	0.1755	nan	0.1357	nan	0.15	nan	14.07	nan	nan	nan	7.44	0.177	0.13424	0.003195	0.110	0.0208
18439	1994LJ1	nan	None	2.6876	nan	0.2353	nan	0.2061	nan	0.15	nan	13.64	nan	nan	nan	9.79	0.368	0.10091	0.003788	0.063	0.0128
18645	1998EM19	24	Themis	3.1061	nan	0.1743	nan	0.0261	nan	0.15	nan	13.80	nan	nan	nan	9.76	0.092	0.10270	0.000839	0.044	0.0051
18670	Shantanugaur	24	Themis	3.1028	nan	0.1601	nan	0.0204	nan	0.15	nan	14.19	nan	nan	nan	7.26	0.153	0.13770	0.002901	0.077	0.0133
18701	1998HB57	nan	None	3.0185	nan	0.0361	nan	0.1287	nan	0.15	nan	13.60	nan	nan	nan	11.98	0.079	0.08345	0.000550	0.053	0.0080
18908	2000OC21	44	Nysa	2.4491	nan	0.1894	nan	0.0401	nan	0.15	nan	14.98	nan	nan	nan	5.08	0.275	0.17985	0.009639	0.073	0.0146
19021	2000SC8	nan	None	2.6545	nan	0.3960	nan	0.6948	nan	0.15	nan	13.36	nan	nan	nan	9.23	0.029	0.10829	0.000340	0.076	0.0069
19053	1054T-2	nan	None	3.0787	nan	0.1591	nan	0.0695	nan	0.15	nan	14.04	nan	nan	nan	9.45	0.457	0.10526	0.005083	0.059	0.0058
19075	4288T-3	128	Nemesis	2.7390	nan	0.0884	nan	0.0839	nan	0.15	nan	14.19	nan	nan	nan	7.15	0.194	0.13990	0.003797	0.095	0.0112
19119	Dimpna	nan	None	2.4158	nan	0.1907	nan	0.0870	nan	0.15	nan	14.41	nan	nan	nan	nan	nan	nan	nan	nan	nan
19172	1991FC4	nan	None	2.3415	nan	0.1810	nan	0.0569	nan	0.15	nan	15.07	nan	nan	nan	5.86	0.082	0.17042	0.002397	0.048	0.0083
19222	1993QK1	44	Nysa	2.3685	nan	0.1670	nan	0.0549	nan	0.15	nan	14.58	nan	nan	nan	7.25	0.076	0.13758	0.001443	0.052	0.0077
19337	1997AT	nan	None	2.4542	nan	0.1917	nan	0.1359	nan	0.15	nan	13.63	nan	nan	nan	9.34	0.055	0.10587	0.000629	0.084	0.0051
19339	1997AF4	668	Dora	2.7747	nan	0.1930	nan	0.1348	nan	0.15	nan	13.87	nan	nan	nan	10.09	1.241	0.09085	0.011138	0.042	0.0115
19357	1997GZ7	nan	None	3.1628	nan	0.0240	nan	0.2293	nan	0.15	nan	13.54	nan	nan	nan	10.14	0.146	0.09861	0.001420	0.082	0.0121
19367	PinkFloyd	nan	None	2.4450	nan	0.1430	nan	0.0473	nan	0.15	nan	14.72	nan	nan	nan	6.61	0.170	0.15071	0.003873	0.052	0.0120
19382	1998BH25	nan	None	2.4433	nan	0.1026	nan	0.0356	nan	0.15	nan	14.54	nan	nan	nan	7.44	0.052	0.13344	0.000929	0.045	0.0041
19411	Collinarnold	nan	None	2.2482	nan	0.1708	nan	0.0678	nan	0.15	nan	14.72	nan	nan	nan	nan	nan	nan	nan	nan	nan
19523	Paolofrisi	nan	None	2.7641	nan	0.0995	nan	0.1423	nan	0.15	nan	14.14	nan	nan	nan	6.85	0.196	0.14592	0.004178	0.082	0.0133
19594	1999NL31	nan	None	2.3098	nan	0.2058	nan	0.1198	nan	0.15	nan	14.41	nan	nan	nan	7.32	0.083	0.13647	0.001540	0.052	0.0070
19713	Ibaraki	10	Hygiea	3.1307	nan	0.1370	nan	0.0875	nan	0.15	nan	13.29	nan	nan	nan	nan	nan	nan	nan	nan	nan
19739	2000AL104	8	Flora	2.3059	nan	0.1510	nan	0.0980	nan	0.15	nan	14.03	nan	nan	nan	nan	nan	nan	nan	nan	nan
19780	2000QE65	221	Eos	3.0457	nan	0.0658	nan	0.1625	nan	0.15	nan	13.86	nan	nan	nan	5.86	0.288	0.17074	0.008395	0.187	0.0316
19795	2000RJ50	nan	None	3.0638	nan	0.2103	nan	0.3832	nan	0.15	nan	14.01	nan	nan	nan	9.60	0.166	0.10416	0.001796	0.059	0.0116
19907	4220T-3	702	Alauda	3.1518	nan	0.1089	nan	0.3715	nan	0.15	nan	13.55	nan	nan	nan	11.91	0.238	0.08395	0.001677	0.050	0.0092
19986	1990KD	2262	Mitidika	2.5453	nan	0.2618	nan	0.2079	nan	0.15	nan	14.31	nan	nan	nan	7.53	0.020	0.13273	0.000352	0.064	0.0064
20192	1997BE4	nan	None	2.6156	nan	0.1603	nan	0.0704	nan	0.15	nan	14.65	nan	nan	nan	6.55	0.104	0.15255	0.002416	0.047	0.0089
20387	1998KP54	nan	None	2.7758	nan	0.1215	nan	0.2208	nan	0.15	nan	13.59	nan	nan	nan	11.08	0.101	0.09023	0.000821	0.069	0.0118
20394	Fatou	nan	None	3.1341	nan	0.1055	nan	0.1393	nan	0.15	nan	13.81	nan	nan	nan	10.36	0.035	0.09649	0.000326	0.057	0.0049
20410	1998QM51	10	Hygiea	3.1134	nan	0.1315	nan	0.0864	nan	0.15	nan	13.06	nan	nan	nan	nan	nan	nan	nan	nan	nan
20422	1998UE8	24	Themis	3.2013	nan	0.1566	nan	0.0323	nan	0.15	nan	13.49	nan	nan	nan	12.82	0.430	0.07800	0.002616	0.056	0.0070
20447	1999JR85	2262	Mitidika	2.6106	nan	0.2657	nan	0.2158	nan	0.15	nan	14.21	nan	nan	nan	7.87	0.288	0.12607	0.004615	0.065	0.0067
20548	1999RM107	nan	None	3.1817	nan	0.1438	nan	0.0536	nan	0.15	nan	13.77	nan	nan	nan	9.03	0.096	0.11077	0.001178	0.079	0.0130
20617	1999SA7	702	Alauda	3.2360	nan	0.0311	nan	0.3696	nan	0.15	nan	12.48	nan	nan	nan	17.61	0.247	0.05668	0.000796	0.069	0.0070
20622	1999TQ11	10	Hygiea	3.2025	nan	0.1123	nan	0.0915	nan	0.15	nan	13.37	nan	nan	nan	12.34	0.089	0.08106	0.000585	0.061	0.0069
20635	1999TV96	702	Alauda	3.2172	nan	0.0358	nan	0.3703	nan	0.15	nan	12.09	nan	nan	nan	23.18	0.362	0.04295	0.000671	0.046	0.0027
20705	1999WH3	nan	None	2.9742	nan	0.0564	nan	0.2272	nan	0.15	nan	12.91	nan	nan	nan	14.29	0.083	0.06998	0.000406	0.094	0.0020
20713	1999XA32	nan	None	3.1454	nan	0.1195	nan	0.2436	nan	0.15	nan	12.02	nan	nan	nan	20.65	0.246	0.04842	0.000577	0.086	0.0146
20808	2000SR243	nan	None	3.1951	nan	0.0927	nan	0.1896	nan	0.15	nan	13.68	nan	nan	nan	9.27	0.168	0.10793	0.001957	0.082	0.0158
20810	2000SE266	nan	None	nan	nan	nan	nan	nan	nan	0.15	nan	13.51	nan	nan	nan	10.07	0.045	0.09928	0.000443	0.170	0.0058
20857	Richardromeo	nan	None	2.4700	nan	0.1035	nan	0.1480	nan	0.15	nan	14.56	nan	nan	nan	2.76	0.751	0.36206	0.098445	0.367	0.2017
20899	2000XB3	2262	Mitidika	2.5751	nan	0.2636	nan	0.2171	nan	0.15	nan	13.31	nan	nan	nan	11.42	0.113	0.08688	0.000856	0.085	0.0018
20953	1068T-3	nan	None	3.1286	nan	0.2110	nan	0.3774	nan	0.15	nan	13.39	nan	nan	nan	12.12	0.492	0.08247	0.003347	0.044	0.0039
21014	Daishi	24	Themis	3.1419	nan	0.1825	nan	0.0288	nan	0.15	nan	13.94	nan	nan	nan	7.68	0.193	0.13021	0.003269	0.127	0.0241
21018	1988VV1	nan	None	2.9175	nan	0.2535	nan	0.2174	nan	0.15	nan	12.97	nan	nan	nan	15.13	0.285	0.06595	0.001245	0.067	0.0117
21019	1988VC2	10	Hygiea	3.1624	nan	0.1439	nan	0.0911	nan	0.15	nan	13.46	nan	nan	nan	nan	nan	nan	nan	nan	nan
21109	Sunkel	nan	None	3.1132	nan	0.1309	nan	0.2414	nan	0.15	nan	13.42	nan	nan	nan	10.61	0.132	0.09424	0.001172	0.069	0.0070
21175	1994CP12	nan	None	2.2821	nan	0.1604	nan	0.0540	nan	0.15	nan	15.05	nan	nan	nan	4.00	0.560	0.24583	0.034388	0.091	0.0374
21319	1996XX26	nan	None	2.4361	nan	0.2447	nan	0.1932	nan	0.15	nan	14.27	nan	nan	nan	8.67	0.081	0.11531	0.001073	0.069	0.0069
21349	Bevoke	24	Themis	3.2082	nan	0.1619	nan	0.0233	nan	0.15	nan	13.97	nan	nan	nan	6.66	0.108	0.15006	0.002432	0.083	0.0128
21360	Bobduff	24	Themis	3.1876	nan	0.1431	nan	0.0245	nan	0.15	nan	13.85	nan	nan	nan	8.84	0.111	0.11311	0.001420	0.075	0.0085
21513	Bethcochran	4	Vesta	2.2919	nan	0.0948	nan	0.1170	nan	0.15	nan	14.41	nan	nan	nan	nan	nan	nan	nan	nan	nan
21621	Sherman	nan	None	2.3954	nan	0.2078	nan	0.1665	nan	0.15	nan	14.42	nan	nan	nan	8.05	0.077	0.12385	0.001182	0.057	0.0062
21648	Gravanschaik	2262	Mitidika	2.5996	nan	0.2421	nan	0.2067	nan	0.15	nan	14.22	nan	nan	nan	8.53	0.138	0.11662	0.001884	0.042	0.0042
21688	1999RK37	nan	None	1.9224	nan	0.0527	nan	0.4588	nan	0.15	nan	13.90	nan	nan	nan	9.25	0.026	0.10813	0.000302	0.038	0.0020
21736	Samaschneid	44	Nysa	2.3208	nan	0.1549	nan	0.0504	nan	0.15	nan	14.45	nan	nan	nan	5.87	0.158	0.16949	0.004559	0.113	0.0174
21805	1999TQ9	24	Themis	3.0989	nan	0.1587	nan	0.0253	nan	0.15	nan	13.66	nan	nan	nan	8.18	2.500	0.12225	0.037362	0.080	0.0700
21831	1999TX93	nan	None	2.5897	nan	0.2171	nan	0.1971	nan	0.15	nan	13.07	nan	nan	nan	13.83	0.078	0.07225	0.000405	0.053	0.0052
22062	2000AL99	10	Hygiea	3.1293	nan	0.1412	nan	0.0966	nan	0.15	nan	13.55	nan	nan	nan	9.65	0.090	0.10338	0.000965	0.098	0.0073
22083	2000AN165	702	Alauda	3.2331	nan	0.0403	nan	0.3710	nan	0.15	nan	12.77	nan	nan	nan	nan	nan	nan	nan	nan	nan
22105	Pirko	nan	None	2.3647	nan	0.1608	nan	0.1288	nan	0.15	nan	14.47	nan	nan	nan	nan	nan	nan	nan	nan	nan
22303	1990QE4	2262	Mitidika	2.5861	nan	0.2519	nan	0.2210	nan	0.15	nan	14.17	nan	nan	nan	7.90	0.096	0.12585	0.001531	0.059	0.0068
22350	1992US	nan	None	2.3833	nan	0.2203	nan	0.1277	nan	0.15	nan	14.37	nan	nan	nan	7.51	0.159	0.13183	0.002778	0.077	0.0062
22352	1992UP3	nan	None	2.4405	nan	0.1800	nan	0.0581	nan	0.15	nan	15.37	nan	nan	nan	5.33	0.408	0.18350	0.014042	0.053	0.0115
22378	Gaherty	nan	None	2.2528	nan	0.1875	nan	0.0479	nan	0.15	nan	15.71	nan	nan	nan	4.70	0.154	0.21041	0.006878	0.049	0.0045
22464	1997AG14	2262	Mitidika	2.5904	nan	0.2226	nan	0.2175	nan	0.15	nan	13.23	nan	nan	nan	11.97	0.115	0.08328	0.000803	0.081	0.0072
22584	Winigleason	nan	None	2.2882	nan	0.1343	nan	0.1265	nan	0.15	nan	15.08	nan	nan	nan	nan	nan	nan	nan	nan	nan
22774	1999CA19	221	Eos	3.0534	nan	0.0708	nan	0.1810	nan	0.15	nan	13.23	nan	nan	nan	7.53	0.400	0.13278	0.007053	0.215	0.0342
22830	Tinker	nan	None	3.0766	nan	0.1666	nan	0.0248	nan	0.15	nan	13.99	nan	nan	nan	7.81	0.100	0.12798	0.001636	0.087	0.0128
22843	Stverak	nan	None	2.6959	nan	0.1731	nan	0.0686	nan	0.15	nan	14.05	nan	nan	nan	9.01	0.081	0.11103	0.000998	0.039	0.0039
22844	1999RU111	nan	None	nan	nan	nan	nan	nan	nan	0.15	nan	13.54	nan	nan	nan	8.88	0.953	0.11226	0.012046	0.095	0.0212
22888	1999SL4	nan	None	3.1310	nan	0.2628	nan	0.0835	nan	0.15	nan	13.48	nan	nan	nan	9.90	0.090	0.10098	0.000916	0.071	0.0112
22984	1999VP36	24	Themis	3.1626	nan	0.1461	nan	0.0179	nan	0.15	nan	13.33	nan	nan	nan	10.68	0.980	0.09363	0.008592	0.089	0.0280
23105	1999XN184	nan	None	3.2128	nan	0.1327	nan	0.1188	nan	0.15	nan	13.74	nan	nan	nan	8.78	0.239	0.11395	0.003103	0.076	0.0189
23115	Valcourt	10	Hygiea	3.2014	nan	0.1399	nan	0.0878	nan	0.15	nan	14.18	nan	nan	nan	6.93	0.171	0.14428	0.003560	0.101	0.0232
23167	2000GL124	nan	None	2.7369	nan	0.1838	nan	0.1424	nan	0.15	nan	13.25	nan	nan	nan	11.36	0.060	0.08802	0.000463	0.124	0.0056
23232	Buschur	nan	None	2.4513	nan	0.1531	nan	0.0588	nan	0.15	nan	14.23	nan	nan	nan	9.13	0.055	0.10939	0.000657	0.051	0.0054
23254	Chikatoshi	nan	None	2.7158	nan	0.1228	nan	0.0750	nan	0.15	nan	14.02	nan	nan	nan	9.05	0.074	0.11052	0.000904	0.071	0.0123
23454	1988XU2	nan	None	nan	nan	nan	nan	nan	nan	0.15	nan	13.60	nan	nan	nan	5.65	1.057	0.17624	0.032982	0.215	0.0754
23518	1992SP1	nan	None	3.1941	nan	0.2016	nan	0.3205	nan	0.15	nan	13.78	nan	nan	nan	9.42	1.644	0.10548	0.018403	0.064	0.0281
23546	1994AV10	8	Flora	2.2448	nan	0.1267	nan	0.0769	nan	0.15	nan	15.52	nan	nan	nan	2.93	0.660	0.34130	0.076879	0.142	0.0710
23613	1996EK6	nan	None	2.7047	nan	0.0935	nan	0.1261	nan	0.15	nan	13.80	nan	nan	nan	9.19	0.114	0.10884	0.001350	0.048	0.0063
23620	1996LS2	nan	None	3.0823	nan	0.1805	nan	0.1445	nan	0.15	nan	13.28	nan	nan	nan	11.29	0.186	0.08860	0.001460	0.066	0.0085
23632	1997AQ	nan	None	2.2552	nan	0.1427	nan	0.1335	nan	0.15	nan	15.05	nan	nan	nan	3.63	0.810	0.27548	0.061471	0.134	0.0670
23830	1998QZ85	2	Pallas	2.7831	nan	0.2778	nan	0.5467	nan	0.15	nan	13.32	nan	nan	nan	9.21	0.043	0.10862	0.000507	0.080	0.0103
23866	1998RC69	24	Themis	3.1944	nan	0.1528	nan	0.0216	nan	0.15	nan	13.47	nan	nan	nan	8.82	2.370	0.11338	0.030466	0.080	0.0400
23867	Cathsoto	10	Hygiea	3.0636	nan	0.1327	nan	0.0915	nan	0.15	nan	14.22	nan	nan	nan	7.54	0.168	0.13263	0.002955	0.078	0.0119
