number	name	parent	parent_name	a_p	a_p_err	e_p	e_p_err	sin_i_p	sin_i_p_err	g	g_err	h	h_err	mass	mass_err	diameter	diameter_err	inverse_diameter	inverse_diameter_err	albedo	albedo_err
222317	2000TE1	nan	None	2.7301	nan	0.3022	nan	0.5879	nan	0.15	nan	15.08	nan	nan	nan	2.25	0.320	0.31495	0.045803	0.131	0.0582
223463	2003UU96	nan	None	3.1182	nan	0.2386	nan	0.2841	nan	0.15	nan	14.49	nan	nan	nan	8.22	0.314	0.12170	0.004651	0.066	0.0151
239826	1998UZ25	nan	None	2.7597	nan	0.2473	nan	0.1330	nan	0.15	nan	15.79	nan	nan	nan	4.96	1.380	0.20173	0.056162	0.031	0.0168
241648	2000EN11	31	Euphrosyne	3.2028	nan	0.1833	nan	0.4462	nan	0.15	nan	14.39	nan	nan	nan	9.31	0.333	0.10740	0.003841	0.043	0.0055
242494	2004XH4	25	Phocaea	2.3024	nan	0.1913	nan	0.3897	nan	0.15	nan	15.86	nan	nan	nan	4.11	0.260	0.24250	0.015378	0.052	0.0079
243194	2007TT376	nan	None	2.4718	nan	0.1394	nan	0.1902	nan	0.15	nan	15.77	nan	nan	nan	nan	nan	nan	nan	nan	nan
245551	2005UU5	nan	None	3.0998	nan	0.2862	nan	0.3705	nan	0.15	nan	15.33	nan	nan	nan	5.01	0.072	0.19968	0.002867	0.063	0.0080
247470	2002JP41	nan	None	2.7334	nan	0.2767	nan	0.1884	nan	0.15	nan	15.03	nan	nan	nan	5.83	1.290	0.17159	0.037980	0.082	0.0295
248174	2004XQ83	313	Chaldaea	2.4237	nan	0.2265	nan	0.1941	nan	0.15	nan	16.01	nan	nan	nan	2.94	0.127	0.33928	0.014605	0.088	0.0104
272279	2005RX39	nan	None	2.7602	nan	0.2440	nan	0.1377	nan	0.15	nan	16.01	nan	nan	nan	nan	nan	nan	nan	nan	nan
276046	2002BG27	2262	Mitidika	2.5902	nan	0.2609	nan	0.2190	nan	0.15	nan	15.92	nan	nan	nan	4.78	0.433	0.20916	0.018943	0.037	0.0077
277248	2005RK30	nan	None	2.6609	nan	0.1495	nan	0.4805	nan	0.15	nan	15.49	nan	nan	nan	3.99	1.090	0.25063	0.068467	0.070	0.0430
306187	2011KS15	nan	None	3.0488	nan	0.2029	nan	0.3268	nan	0.15	nan	14.59	nan	nan	nan	7.62	0.130	0.13124	0.002236	0.052	0.0047
306678	2000UK	nan	None	nan	nan	nan	nan	nan	nan	0.15	nan	15.71	nan	nan	nan	2.56	0.299	0.36819	0.042962	0.150	0.0347
311624	2006QA23	nan	None	2.7351	nan	0.2859	nan	0.0948	nan	0.15	nan	15.88	nan	nan	nan	4.15	0.697	0.24069	0.040403	0.042	0.0146
323523	2004RF113	778	Theobalda	3.1717	nan	0.2629	nan	0.2470	nan	0.15	nan	15.13	nan	nan	nan	5.38	1.006	0.18591	0.034769	0.054	0.0260
348085	2003WF100	nan	None	2.6849	nan	0.2465	nan	0.2714	nan	0.15	nan	15.91	nan	nan	nan	3.23	0.538	0.29130	0.048401	0.065	0.0220
