number	name	parent	parent_name	a_p	a_p_err	e_p	e_p_err	sin_i_p	sin_i_p_err	g	g_err	h	h_err	mass	mass_err	diameter	diameter_err	inverse_diameter	inverse_diameter_err	albedo	albedo_err
36774	Kuittinen	nan	None	2.5879	nan	0.1862	nan	0.2605	nan	0.15	nan	14.17	nan	nan	nan	6.95	0.055	0.14395	0.001140	0.091	0.0114
36859	2000SC136	nan	None	2.5530	nan	0.2430	nan	0.2381	nan	0.15	nan	14.46	nan	nan	nan	7.37	0.060	0.13561	0.001102	0.055	0.0084
36983	Sumner	nan	None	2.3928	nan	0.2988	nan	0.0876	nan	0.15	nan	15.04	nan	nan	nan	6.35	0.042	0.15722	0.001039	0.052	0.0008
37050	2000UW38	24	Themis	3.1456	nan	0.1612	nan	0.0209	nan	0.15	nan	14.22	nan	nan	nan	7.65	0.798	0.13110	0.014802	0.075	0.0359
37249	2000WZ182	nan	None	2.5793	nan	0.1654	nan	0.2703	nan	0.15	nan	14.06	nan	nan	nan	6.25	0.150	0.16005	0.003842	0.137	0.0216
37319	2001QL37	668	Dora	2.7908	nan	0.1982	nan	0.1371	nan	0.15	nan	14.11	nan	nan	nan	9.22	0.483	0.10747	0.005621	0.060	0.0062
37354	2001TN107	44	Nysa	2.4108	nan	0.1455	nan	0.0555	nan	0.15	nan	14.63	nan	nan	nan	6.45	0.211	0.15466	0.005058	0.070	0.0080
37400	2001XG67	24	Themis	3.2120	nan	0.1678	nan	0.0300	nan	0.15	nan	14.06	nan	nan	nan	8.69	0.185	0.11507	0.002450	0.041	0.0033
37751	1997CH1	nan	None	2.7244	nan	0.0810	nan	0.1011	nan	0.15	nan	13.65	nan	nan	nan	9.34	0.101	0.10705	0.001156	0.091	0.0116
38234	1999NA59	nan	None	2.8044	nan	0.1701	nan	0.2008	nan	0.15	nan	14.31	nan	nan	nan	7.72	0.066	0.12950	0.001106	0.080	0.0151
38306	1999RB99	nan	None	3.2003	nan	0.1263	nan	0.2063	nan	0.15	nan	13.85	nan	nan	nan	9.42	0.162	0.10617	0.001826	0.072	0.0023
38409	1999RK205	nan	None	3.2126	nan	0.1459	nan	0.2551	nan	0.15	nan	13.68	nan	nan	nan	9.72	0.297	0.10283	0.003140	0.082	0.0236
38593	1999XF166	778	Theobalda	3.1832	nan	0.2559	nan	0.2473	nan	0.15	nan	13.79	nan	nan	nan	8.23	0.074	0.12143	0.001091	0.089	0.0133
38909	2000SQ172	nan	None	3.0499	nan	0.0261	nan	0.2012	nan	0.15	nan	13.01	nan	nan	nan	15.34	0.300	0.06448	0.001261	0.050	0.0096
38999	2000UV26	nan	None	2.6885	nan	0.1549	nan	0.2642	nan	0.15	nan	13.82	nan	nan	nan	6.36	0.101	0.15731	0.002499	0.144	0.0281
39262	2000YK138	25	Phocaea	2.3127	nan	0.1706	nan	0.4082	nan	0.15	nan	15.11	nan	nan	nan	4.96	0.076	0.20169	0.003104	0.062	0.0087
39276	2001AT39	nan	None	2.9162	nan	0.3010	nan	0.2219	nan	0.15	nan	14.07	nan	nan	nan	9.27	1.524	0.10603	0.017464	0.044	0.0153
39290	Landsman	490	Veritas	3.1739	nan	0.0561	nan	0.1604	nan	0.15	nan	13.32	nan	nan	nan	11.62	1.760	0.08606	0.013035	0.083	0.0300
39309	2001TE59	nan	None	3.2726	nan	0.1778	nan	0.0392	nan	0.15	nan	14.36	nan	nan	nan	7.09	0.178	0.14110	0.003544	0.061	0.0071
39510	1982DU	nan	None	2.9798	nan	0.2609	nan	0.3046	nan	0.15	nan	12.87	nan	nan	nan	16.56	0.193	0.06037	0.000705	0.051	0.0045
39555	1992EY32	145	Adeona	2.6975	nan	0.1682	nan	0.2001	nan	0.15	nan	14.86	nan	nan	nan	5.60	0.323	0.17865	0.010308	0.079	0.0153
40029	1998KG2	nan	None	2.6076	nan	0.2860	nan	0.2569	nan	0.15	nan	14.73	nan	nan	nan	8.04	0.039	0.12435	0.000602	0.031	0.0045
40059	1998KR47	nan	None	2.6754	nan	0.2310	nan	0.2009	nan	0.15	nan	14.63	nan	nan	nan	nan	nan	nan	nan	nan	nan
40188	1998RQ64	nan	None	3.0625	nan	0.1981	nan	0.0339	nan	0.15	nan	14.35	nan	nan	nan	7.82	0.117	0.12789	0.001911	0.066	0.0102
40256	1999CM6	434	Hungaria	1.9100	nan	0.0875	nan	0.3627	nan	0.15	nan	15.31	nan	nan	nan	1.43	0.239	0.69735	0.116225	0.859	0.1559
40316	1999LU4	25	Phocaea	2.3274	nan	0.2312	nan	0.3875	nan	0.15	nan	14.06	nan	nan	nan	8.81	0.068	0.11350	0.000875	0.065	0.0113
40356	1999NZ17	nan	None	2.2590	nan	0.1596	nan	0.0663	nan	0.15	nan	15.65	nan	nan	nan	4.57	0.745	0.21329	0.034751	0.049	0.0156
40803	1999TX39	145	Adeona	2.6555	nan	0.1706	nan	0.2039	nan	0.15	nan	14.13	nan	nan	nan	8.82	0.041	0.11331	0.000525	0.042	0.0029
41296	1999XY119	702	Alauda	3.2112	nan	0.0446	nan	0.3686	nan	0.15	nan	13.54	nan	nan	nan	10.48	0.125	0.09545	0.001139	0.085	0.0134
41356	2000AZ51	10	Hygiea	3.1557	nan	0.1465	nan	0.0869	nan	0.15	nan	13.87	nan	nan	nan	9.60	0.089	0.10412	0.000964	0.063	0.0112
41514	2000QR180	668	Dora	2.7740	nan	0.1945	nan	0.1356	nan	0.15	nan	13.93	nan	nan	nan	9.81	0.064	0.10189	0.000664	0.041	0.0061
41575	2000ST1	8	Flora	2.2876	nan	0.1460	nan	0.0958	nan	0.15	nan	15.57	nan	nan	nan	nan	nan	nan	nan	nan	nan
41644	2000SC269	nan	None	2.5913	nan	0.2431	nan	0.2208	nan	0.15	nan	14.37	nan	nan	nan	7.24	0.043	0.13815	0.000820	0.073	0.0079
42195	2001DO17	137	Meliboea	3.0956	nan	0.1956	nan	0.2558	nan	0.15	nan	12.92	nan	nan	nan	14.46	1.940	0.05775	0.007755	0.035	0.0080
42727	1998QX85	nan	None	3.1962	nan	0.1692	nan	0.2584	nan	0.15	nan	14.07	nan	nan	nan	10.20	1.570	0.09804	0.015090	0.051	0.0600
42881	1999RD145	nan	None	2.2249	nan	0.2084	nan	0.1002	nan	0.15	nan	15.43	nan	nan	nan	3.16	0.800	0.31646	0.080115	0.123	0.0575
43087	1999WW8	778	Theobalda	3.1816	nan	0.2461	nan	0.2454	nan	0.15	nan	13.10	nan	nan	nan	13.30	0.262	0.07512	0.001481	0.059	0.0080
43262	2000DL4	10	Hygiea	3.1644	nan	0.1213	nan	0.1119	nan	0.15	nan	13.59	nan	nan	nan	nan	nan	nan	nan	nan	nan
43334	2000QM117	nan	None	1.9159	nan	0.0451	nan	0.2491	nan	0.15	nan	15.68	nan	nan	nan	nan	nan	nan	nan	nan	nan
43560	2001FX64	nan	None	2.4485	nan	0.1875	nan	0.2245	nan	0.15	nan	14.04	nan	nan	nan	7.91	0.204	0.12519	0.003224	0.076	0.0099
43927	1996GN4	2262	Mitidika	2.6801	nan	0.2328	nan	0.2180	nan	0.15	nan	14.83	nan	nan	nan	5.89	0.207	0.16886	0.005915	0.074	0.0129
44017	1997WV35	nan	None	3.1937	nan	0.1058	nan	0.0853	nan	0.15	nan	13.70	nan	nan	nan	8.47	0.208	0.11801	0.002897	0.107	0.0245
44191	1998LF2	nan	None	2.3530	nan	0.1405	nan	0.1222	nan	0.15	nan	15.29	nan	nan	nan	4.49	0.548	0.21510	0.026236	0.073	0.0180
44502	1998XQ27	410	Chloris	2.7516	nan	0.2309	nan	0.1458	nan	0.15	nan	14.59	nan	nan	nan	4.41	0.579	0.20825	0.027369	0.108	0.0310
44504	1998XX34	145	Adeona	2.6761	nan	0.1767	nan	0.2022	nan	0.15	nan	13.95	nan	nan	nan	9.83	0.291	0.10155	0.003009	0.080	0.0080
44509	1998XJ46	137	Meliboea	3.1251	nan	0.1974	nan	0.2645	nan	0.15	nan	13.52	nan	nan	nan	11.63	0.137	0.08595	0.001010	0.054	0.0068
44512	1998XM58	410	Chloris	2.7362	nan	0.2530	nan	0.1542	nan	0.15	nan	14.27	nan	nan	nan	6.69	0.251	0.14889	0.005591	0.104	0.0082
44527	Tonnon	nan	None	2.7645	nan	0.1539	nan	0.2519	nan	0.15	nan	13.53	nan	nan	nan	7.02	0.125	0.14241	0.002539	0.175	0.0319
44790	1999TV173	145	Adeona	2.6553	nan	0.1695	nan	0.2053	nan	0.15	nan	14.47	nan	nan	nan	6.46	0.052	0.15484	0.001246	0.078	0.0097
44879	1999UP50	8	Flora	2.2996	nan	0.1289	nan	0.0682	nan	0.15	nan	15.59	nan	nan	nan	3.35	0.444	0.29319	0.038867	0.081	0.0209
45210	1999XW178	nan	None	3.2118	nan	0.0987	nan	0.2913	nan	0.15	nan	13.88	nan	nan	nan	nan	nan	nan	nan	nan	nan
45349	2000AP93	nan	None	2.2578	nan	0.1546	nan	0.0637	nan	0.15	nan	15.53	nan	nan	nan	3.84	0.603	0.25642	0.040310	0.074	0.0242
45556	2000CM51	10	Hygiea	3.1805	nan	0.1271	nan	0.0934	nan	0.15	nan	13.86	nan	nan	nan	9.37	0.225	0.10667	0.002561	0.079	0.0129
45668	2000EU94	nan	None	2.7139	nan	0.1625	nan	0.2535	nan	0.15	nan	13.68	nan	nan	nan	8.21	1.655	0.11989	0.024176	0.080	0.0305
45760	2000KY43	nan	None	2.2773	nan	0.1166	nan	0.1442	nan	0.15	nan	14.82	nan	nan	nan	3.82	0.073	0.25926	0.004935	0.114	0.0158
46093	2001EL17	4203	Brucato	2.6485	nan	0.1222	nan	0.4764	nan	0.15	nan	13.82	nan	nan	nan	7.80	0.180	0.12547	0.002905	0.069	0.0097
46471	1160T-1	31	Euphrosyne	3.1640	nan	0.2227	nan	0.4472	nan	0.15	nan	13.79	nan	nan	nan	11.51	0.067	0.08689	0.000505	0.040	0.0063
46548	1989SK1	nan	None	2.6800	nan	0.1863	nan	0.0679	nan	0.15	nan	14.99	nan	nan	nan	5.61	0.080	0.17698	0.002511	0.055	0.0085
46639	1995BN4	145	Adeona	2.6852	nan	0.1670	nan	0.2006	nan	0.15	nan	13.75	nan	nan	nan	10.13	0.240	0.09863	0.002335	0.068	0.0114
46936	1998SN67	nan	None	2.6497	nan	0.1876	nan	0.2685	nan	0.15	nan	14.39	nan	nan	nan	7.62	0.266	0.13043	0.004559	0.048	0.0054
46967	1998SR134	nan	None	2.4810	nan	0.1880	nan	0.0806	nan	0.15	nan	15.00	nan	nan	nan	5.88	0.215	0.17001	0.006219	0.056	0.0116
47178	1999TK113	nan	None	2.8030	nan	0.2468	nan	0.4836	nan	0.15	nan	13.63	nan	nan	nan	10.28	0.225	0.09247	0.002034	0.048	0.0094
47225	1999VJ12	nan	None	2.2033	nan	0.1755	nan	0.0712	nan	0.15	nan	16.04	nan	nan	nan	3.99	0.164	0.24770	0.010177	0.036	0.0047
47456	1999XZ231	nan	None	2.3416	nan	0.2011	nan	0.2140	nan	0.15	nan	14.00	nan	nan	nan	10.24	0.293	0.09435	0.002687	0.036	0.0068
47602	2000AC231	nan	None	2.5602	nan	0.2047	nan	0.2153	nan	0.15	nan	14.68	nan	nan	nan	6.37	0.248	0.15499	0.006015	0.106	0.0110
47625	2000BB49	nan	None	2.5220	nan	0.0844	nan	0.1644	nan	0.15	nan	15.41	nan	nan	nan	4.68	0.114	0.21358	0.005200	0.067	0.0160
47838	2000EP119	nan	None	2.7991	nan	0.1646	nan	0.1662	nan	0.15	nan	13.75	nan	nan	nan	11.44	0.107	0.08733	0.000815	0.062	0.0071
48236	2001MP3	nan	None	2.6276	nan	0.0433	nan	0.4694	nan	0.15	nan	14.45	nan	nan	nan	7.71	0.093	0.12962	0.001560	0.058	0.0112
48433	1989US1	nan	None	2.6367	nan	0.2069	nan	0.2201	nan	0.15	nan	13.65	nan	nan	nan	12.43	0.085	0.07982	0.000545	0.044	0.0039
48606	1995DH	4203	Brucato	2.6682	nan	0.1137	nan	0.4775	nan	0.15	nan	14.06	nan	nan	nan	9.23	0.123	0.10753	0.001432	0.062	0.0061
48607	Yamagatatemodai	nan	None	2.9603	nan	0.4267	nan	0.3369	nan	0.15	nan	14.91	nan	nan	nan	6.62	0.451	0.14823	0.010087	0.055	0.0090
49401	1998XT44	145	Adeona	2.6497	nan	0.1597	nan	0.2007	nan	0.15	nan	14.60	nan	nan	nan	6.15	0.187	0.16108	0.004908	0.063	0.0096
49495	1999CU1	nan	None	2.6298	nan	0.1757	nan	0.0884	nan	0.15	nan	14.75	nan	nan	nan	6.80	0.117	0.14687	0.002531	0.046	0.0088
49546	1999CG79	668	Dora	2.7885	nan	0.1955	nan	0.1362	nan	0.15	nan	14.34	nan	nan	nan	7.80	1.326	0.12810	0.021758	0.057	0.0248
49591	1999DO2	nan	None	3.2243	nan	0.0861	nan	0.2960	nan	0.15	nan	12.54	nan	nan	nan	17.64	0.197	0.05668	0.000632	0.116	0.0149
49795	1999XJ32	nan	None	2.2893	nan	0.1857	nan	0.0623	nan	0.15	nan	15.22	nan	nan	nan	5.87	0.060	0.17011	0.001734	0.039	0.0051
49838	1999XS86	44	Nysa	2.3083	nan	0.1410	nan	0.0621	nan	0.15	nan	14.72	nan	nan	nan	4.92	0.682	0.20136	0.027892	0.093	0.0234
49858	1999XZ99	nan	None	2.4024	nan	0.3189	nan	0.1244	nan	0.15	nan	14.83	nan	nan	nan	4.72	0.846	0.20465	0.036719	0.099	0.0435
49859	1999XB100	163	Erigone	2.3603	nan	0.2100	nan	0.0861	nan	0.15	nan	14.61	nan	nan	nan	5.58	0.877	0.15834	0.024824	0.067	0.0190
50285	2000CB25	nan	None	2.3019	nan	0.1973	nan	0.1432	nan	0.15	nan	15.03	nan	nan	nan	5.62	0.108	0.17698	0.003406	0.115	0.0217
50433	2000DC22	nan	None	2.7462	nan	0.2345	nan	0.1337	nan	0.15	nan	14.57	nan	nan	nan	6.39	0.092	0.15640	0.002252	0.087	0.0076
50897	2000GA44	nan	None	2.6037	nan	0.1795	nan	0.2552	nan	0.15	nan	14.54	nan	nan	nan	7.96	0.019	0.12568	0.000300	0.053	0.0039
51263	2000JM69	nan	None	3.1299	nan	0.0142	nan	0.3671	nan	0.15	nan	13.47	nan	nan	nan	13.31	0.213	0.07515	0.001203	0.052	0.0093
51476	2001FS55	nan	None	2.4370	nan	0.1843	nan	0.2149	nan	0.15	nan	15.05	nan	nan	nan	4.97	1.009	0.19957	0.040538	0.069	0.0262
51604	2001HY28	nan	None	2.6876	nan	0.1943	nan	0.1784	nan	0.15	nan	14.02	nan	nan	nan	9.56	0.155	0.10384	0.001680	0.055	0.0052
51862	2001PH	nan	None	2.7969	nan	0.1569	nan	0.2631	nan	0.15	nan	14.02	nan	nan	nan	8.37	1.208	0.11829	0.017057	0.065	0.0185
51959	2001QH257	nan	None	3.2043	nan	0.1440	nan	0.3276	nan	0.15	nan	12.30	nan	nan	nan	18.88	0.123	0.05298	0.000345	0.076	0.0212
52226	Saenredam	nan	None	2.6856	nan	0.1102	nan	0.5325	nan	0.15	nan	14.60	nan	nan	nan	nan	nan	nan	nan	nan	nan
52447	1994TH16	nan	None	2.3721	nan	0.1795	nan	0.2271	nan	0.15	nan	15.23	nan	nan	nan	5.75	0.044	0.17374	0.001326	0.054	0.0050
52550	1996YB3	nan	None	3.1505	nan	0.0504	nan	0.2746	nan	0.15	nan	12.99	nan	nan	nan	14.04	0.289	0.07124	0.001467	0.075	0.0140
52618	1997VP2	nan	None	2.5818	nan	0.1860	nan	0.2686	nan	0.15	nan	14.33	nan	nan	nan	5.30	1.074	0.18403	0.037267	0.128	0.0517
53146	1999BG10	668	Dora	2.7662	nan	0.1895	nan	0.1352	nan	0.15	nan	14.15	nan	nan	nan	6.25	0.097	0.16003	0.002484	0.124	0.0098
53347	1999JE58	nan	None	3.1595	nan	0.2140	nan	0.2476	nan	0.15	nan	13.45	nan	nan	nan	13.03	0.100	0.07624	0.000587	0.043	0.0054
53384	1999JY92	nan	None	3.1943	nan	0.0981	nan	0.2364	nan	0.15	nan	14.00	nan	nan	nan	7.29	0.185	0.13702	0.003486	0.055	0.0053
53812	2000EL136	145	Adeona	2.6460	nan	0.1662	nan	0.1992	nan	0.15	nan	14.31	nan	nan	nan	8.24	0.032	0.12139	0.000471	0.061	0.0094
54075	2000GY153	nan	None	2.3855	nan	0.1999	nan	0.1499	nan	0.15	nan	14.74	nan	nan	nan	5.37	0.119	0.18571	0.004116	0.112	0.0136
54145	2000HN40	15	Eunomia	2.6172	nan	0.1328	nan	0.2247	nan	0.15	nan	15.04	nan	nan	nan	6.24	0.068	0.16025	0.001743	0.030	0.0028
54306	2000JC70	nan	None	2.6052	nan	0.2272	nan	0.4794	nan	0.15	nan	13.92	nan	nan	nan	10.41	2.134	0.09269	0.019014	0.041	0.0172
54318	2000JF76	2782	Leonidas	2.6758	nan	0.1915	nan	0.0670	nan	0.15	nan	14.98	nan	nan	nan	6.49	2.540	0.15408	0.060304	0.042	0.0720
54465	2000OE4	nan	None	2.6774	nan	0.1506	nan	0.1476	nan	0.15	nan	14.02	nan	nan	nan	nan	nan	nan	nan	nan	nan
54620	2000ST8	137	Meliboea	3.1645	nan	0.2118	nan	0.2575	nan	0.15	nan	13.51	nan	nan	nan	11.79	0.145	0.08485	0.001044	0.044	0.0055
54807	2001MZ23	nan	None	2.4105	nan	0.2161	nan	0.3762	nan	0.15	nan	14.75	nan	nan	nan	6.04	0.220	0.16466	0.005993	0.081	0.0063
55009	2001QZ26	nan	None	2.5907	nan	0.1538	nan	0.0442	nan	0.15	nan	14.97	nan	nan	nan	6.21	0.484	0.16073	0.012530	0.050	0.0084
55059	2001QG73	702	Alauda	3.1363	nan	0.1309	nan	0.3823	nan	0.15	nan	12.95	nan	nan	nan	14.09	0.179	0.06964	0.000888	0.053	0.0072
55221	Nancynoblitt	nan	None	3.1608	nan	0.2273	nan	0.3757	nan	0.15	nan	13.38	nan	nan	nan	11.13	0.168	0.08958	0.001351	0.080	0.0108
55272	2001RG155	nan	None	2.7630	nan	0.2300	nan	0.1518	nan	0.15	nan	13.56	nan	nan	nan	7.55	0.211	0.13216	0.003703	0.122	0.0155
55519	2001VA43	25	Phocaea	2.3135	nan	0.1565	nan	0.3950	nan	0.15	nan	14.30	nan	nan	nan	7.76	0.031	0.12894	0.000515	0.055	0.0084
55580	2002JB110	nan	None	2.6285	nan	0.1548	nan	0.2655	nan	0.15	nan	13.44	nan	nan	nan	9.11	0.111	0.10973	0.001342	0.202	0.0159
55815	Melindakim	nan	None	2.3816	nan	0.1908	nan	0.4357	nan	0.15	nan	15.24	nan	nan	nan	4.87	0.079	0.20508	0.003342	0.075	0.0106
56500	2000GV143	nan	None	2.3763	nan	0.2248	nan	0.1475	nan	0.15	nan	15.10	nan	nan	nan	3.38	0.394	0.26555	0.031166	0.091	0.0271
57026	2000UD55	nan	None	3.1729	nan	0.2193	nan	0.2983	nan	0.15	nan	13.91	nan	nan	nan	8.34	0.142	0.11992	0.002037	0.050	0.0118
57108	2001OS74	nan	None	2.9123	nan	0.1183	nan	0.2382	nan	0.15	nan	12.63	nan	nan	nan	22.71	0.253	0.04393	0.000489	0.032	0.0033
57136	2001PE23	nan	None	2.3770	nan	0.2239	nan	0.1015	nan	0.15	nan	15.27	nan	nan	nan	4.73	0.060	0.21106	0.002672	0.058	0.0103
57581	2001TH67	nan	None	2.7813	nan	0.2626	nan	0.0754	nan	0.15	nan	14.86	nan	nan	nan	6.84	0.172	0.14603	0.003675	0.029	0.0030
57875	2001YV114	nan	None	2.9131	nan	0.2903	nan	0.2901	nan	0.15	nan	13.99	nan	nan	nan	8.99	0.095	0.10894	0.001145	0.068	0.0061
57885	2002AU181	nan	None	3.1058	nan	0.1129	nan	0.2886	nan	0.15	nan	13.92	nan	nan	nan	8.91	0.364	0.11226	0.004587	0.089	0.0188
58211	1992HF4	nan	None	2.4099	nan	0.2259	nan	0.1733	nan	0.15	nan	14.72	nan	nan	nan	6.21	0.238	0.15640	0.006001	0.062	0.0068
58703	1998BH44	nan	None	2.4630	nan	0.2054	nan	0.0373	nan	0.15	nan	14.70	nan	nan	nan	5.08	0.094	0.19650	0.003619	0.101	0.0194
58906	1998KN18	702	Alauda	3.1192	nan	0.1103	nan	0.3711	nan	0.15	nan	13.28	nan	nan	nan	11.03	0.343	0.09070	0.002822	0.084	0.0154
59035	1998SF134	44	Nysa	2.3697	nan	0.1370	nan	0.0459	nan	0.15	nan	15.83	nan	nan	nan	4.15	0.126	0.23947	0.007244	0.059	0.0078
59244	1999CG6	nan	None	2.6345	nan	0.1648	nan	0.4716	nan	0.15	nan	14.53	nan	nan	nan	6.91	0.205	0.14280	0.004225	0.074	0.0101
59792	1999NL60	nan	None	2.7327	nan	0.1803	nan	0.2044	nan	0.15	nan	14.60	nan	nan	nan	6.14	2.178	0.16276	0.057697	0.045	0.0272
59901	1999RA145	nan	None	2.6312	nan	0.2269	nan	0.2086	nan	0.15	nan	15.48	nan	nan	nan	3.99	0.502	0.21704	0.027347	0.031	0.0091
60088	1999TR153	nan	None	3.0542	nan	0.2471	nan	0.0341	nan	0.15	nan	14.49	nan	nan	nan	7.19	0.798	0.13784	0.015298	0.065	0.0238
61283	2000OX37	nan	None	2.7398	nan	0.1541	nan	0.1634	nan	0.15	nan	14.68	nan	nan	nan	6.31	2.090	0.15848	0.052491	0.064	0.0540
61430	2000QJ17	nan	None	2.4707	nan	0.1906	nan	0.1265	nan	0.15	nan	15.18	nan	nan	nan	4.49	0.317	0.20815	0.014619	0.050	0.0112
61533	2000QC63	668	Dora	2.7985	nan	0.1976	nan	0.1352	nan	0.15	nan	14.34	nan	nan	nan	7.95	1.233	0.12240	0.018984	0.053	0.0217
61991	2000RL33	752	Sulamitis	2.4522	nan	0.0911	nan	0.0881	nan	0.15	nan	14.93	nan	nan	nan	6.12	0.193	0.16218	0.005101	0.057	0.0070
62107	2000RF97	702	Alauda	3.0691	nan	0.1171	nan	0.3742	nan	0.15	nan	13.32	nan	nan	nan	11.69	0.182	0.08551	0.001331	0.051	0.0181
62128	2000SO1	31	Euphrosyne	3.1562	nan	0.2107	nan	0.4471	nan	0.15	nan	12.32	nan	nan	nan	23.12	0.122	0.04324	0.000227	0.055	0.0067
62133	2000SD5	25	Phocaea	2.3215	nan	0.1922	nan	0.3937	nan	0.15	nan	15.17	nan	nan	nan	5.45	0.044	0.18290	0.001467	0.059	0.0058
62666	Rainawessen	nan	None	3.1291	nan	0.1332	nan	0.1888	nan	0.15	nan	13.77	nan	nan	nan	9.47	0.166	0.10558	0.001855	0.080	0.0194
62950	2000VD34	702	Alauda	3.1820	nan	0.1065	nan	0.3808	nan	0.15	nan	13.36	nan	nan	nan	13.02	0.256	0.07681	0.001508	0.060	0.0097
63271	2001CN34	nan	None	2.5962	nan	0.2759	nan	0.2949	nan	0.15	nan	13.76	nan	nan	nan	7.06	0.123	0.14089	0.002453	0.155	0.0173
63775	2001QH296	nan	None	2.7705	nan	0.1896	nan	0.1699	nan	0.15	nan	14.72	nan	nan	nan	5.77	0.121	0.17320	0.003626	0.093	0.0139
63880	2001RX142	668	Dora	2.7888	nan	0.1995	nan	0.1382	nan	0.15	nan	14.24	nan	nan	nan	8.08	0.098	0.12319	0.001502	0.058	0.0051
63893	2001SY4	nan	None	2.9251	nan	0.3226	nan	0.2477	nan	0.15	nan	14.38	nan	nan	nan	9.19	0.167	0.10859	0.001970	0.042	0.0034
65670	1988CS5	145	Adeona	2.6287	nan	0.1596	nan	0.2002	nan	0.15	nan	14.88	nan	nan	nan	6.26	0.244	0.15885	0.006199	0.065	0.0049
66098	1998SV12	31	Euphrosyne	3.1062	nan	0.1514	nan	0.4501	nan	0.15	nan	14.05	nan	nan	nan	10.92	0.165	0.09136	0.001384	0.048	0.0067
66147	1998TC10	24	Themis	3.2237	nan	0.1445	nan	0.0164	nan	0.15	nan	13.83	nan	nan	nan	nan	nan	nan	nan	nan	nan
66174	1998VZ52	702	Alauda	3.2471	nan	0.0226	nan	0.3642	nan	0.15	nan	13.34	nan	nan	nan	nan	nan	nan	nan	nan	nan
66732	1999TW111	nan	None	2.5834	nan	0.2176	nan	0.0511	nan	0.15	nan	15.72	nan	nan	nan	5.08	0.334	0.19476	0.012784	0.045	0.0105
67029	1999XH166	145	Adeona	2.6773	nan	0.1744	nan	0.2008	nan	0.15	nan	13.98	nan	nan	nan	9.73	0.186	0.10248	0.001957	0.063	0.0086
67069	2000AQ1	145	Adeona	2.6674	nan	0.1760	nan	0.2035	nan	0.15	nan	14.10	nan	nan	nan	9.23	0.235	0.10795	0.002743	0.054	0.0120
67115	2000AF116	nan	None	3.0910	nan	0.1100	nan	0.1073	nan	0.15	nan	14.57	nan	nan	nan	6.49	1.377	0.15420	0.032743	0.055	0.0280
67233	2000EP11	137	Meliboea	3.1740	nan	0.1748	nan	0.2461	nan	0.15	nan	13.70	nan	nan	nan	11.35	0.022	0.08814	0.000171	0.034	0.0038
67347	2000JQ62	nan	None	2.6322	nan	0.2465	nan	0.2153	nan	0.15	nan	14.64	nan	nan	nan	5.27	0.886	0.18950	0.031856	0.102	0.0561
67619	2000SJ171	2262	Mitidika	2.6382	nan	0.2544	nan	0.2139	nan	0.15	nan	14.33	nan	nan	nan	6.29	0.127	0.15608	0.003143	0.098	0.0028
68085	2000YH104	31	Euphrosyne	3.1630	nan	0.2127	nan	0.4468	nan	0.15	nan	12.81	nan	nan	nan	16.55	0.269	0.05879	0.000954	0.057	0.0062
68098	2000YR116	375	Ursula	3.1128	nan	0.0953	nan	0.2864	nan	0.15	nan	14.09	nan	nan	nan	9.59	2.030	0.10428	0.022073	0.053	0.0220
68133	2001AQ18	nan	None	2.6131	nan	0.0234	nan	0.2317	nan	0.15	nan	13.63	nan	nan	nan	10.84	0.071	0.09219	0.000602	0.063	0.0047
68553	2001XF68	434	Hungaria	1.9308	nan	0.0792	nan	0.3569	nan	0.15	nan	15.09	nan	nan	nan	1.57	0.200	0.63776	0.081346	0.788	0.1116
68643	2002CZ49	nan	None	2.3695	nan	0.2281	nan	0.1089	nan	0.15	nan	15.43	nan	nan	nan	4.34	0.084	0.22741	0.004411	0.070	0.0082
68832	2002GW91	nan	None	2.5530	nan	0.1915	nan	0.2696	nan	0.15	nan	14.91	nan	nan	nan	4.11	0.646	0.24343	0.038280	0.182	0.0502
69269	1988VA1	313	Chaldaea	2.4052	nan	0.2381	nan	0.1969	nan	0.15	nan	15.79	nan	nan	nan	4.30	0.170	0.23147	0.009149	0.060	0.0084
69420	1995YA1	nan	None	2.5863	nan	0.2937	nan	0.1999	nan	0.15	nan	15.10	nan	nan	nan	6.44	0.188	0.15532	0.004545	0.047	0.0046
69467	1996VA14	nan	None	2.3774	nan	0.1486	nan	0.0605	nan	0.15	nan	15.66	nan	nan	nan	4.77	0.090	0.20975	0.003967	0.042	0.0073
69764	1998QS10	145	Adeona	2.6604	nan	0.1642	nan	0.2021	nan	0.15	nan	14.82	nan	nan	nan	5.77	0.212	0.17334	0.006370	0.070	0.0085
69848	1998SQ35	nan	None	3.0701	nan	0.1345	nan	0.2612	nan	0.15	nan	13.49	nan	nan	nan	11.42	0.359	0.08754	0.002751	0.065	0.0111
70027	1999BQ15	nan	None	3.2238	nan	0.1730	nan	0.4348	nan	0.15	nan	12.82	nan	nan	nan	17.87	0.050	0.05583	0.000157	0.067	0.0075
70045	1999DA5	nan	None	3.1293	nan	0.2739	nan	0.4130	nan	0.15	nan	13.58	nan	nan	nan	13.32	0.036	0.07482	0.000201	0.043	0.0053
71000	Hughdowns	145	Adeona	2.6671	nan	0.1755	nan	0.2039	nan	0.15	nan	14.22	nan	nan	nan	7.91	0.196	0.12614	0.003119	0.058	0.0047
